NOM    ;    DESCRIPTION    ;     REGISTRE DES KATALOGs    ;     CONTACT
---
Konsilion   ;    Les ressources utiles au développement de Low-technologies.  ;    https://github.com/Konsilion/katalog-template/edit/gh-pages/0.0.1/biblioteks/katalogs/katalogs.csv     ;    https://konsilion.fr/wp/contacts
